=========================================
N°	jobs	machines    N°	UB   LB
=========================================
VFR40_15_9  40  15  1	2708	2407
=========================================
VFR40_20_1  40  20  1	3326	2770
VFR40_20_10  40  20  1	3122	2653
VFR40_20_2  40  20  1	3226	2697
VFR40_20_3  40  20  1	3233	2713
VFR40_20_4  40  20  1	3233	2724
VFR40_20_5  40  20  1	3055	2571
VFR40_20_6  40  20  1	3192	2699
VFR40_20_7  40  20  1	3244	2749
VFR40_20_8  40  20  1	3266	2764
VFR40_20_9  40  20  1	3335	2834
=========================================
VFR40_5_1  40  5  1	2396	2292
VFR40_5_10  40  5  1	2348	2289
VFR40_5_2  40  5  1	2442	2351
VFR40_5_3  40  5  1	2174	2106
VFR40_5_4  40  5  1	2149	2082
VFR40_5_5  40  5  1	2247	2179
VFR40_5_6  40  5  1	2154	2091
VFR40_5_7  40  5  1	2207	2143
VFR40_5_8  40  5  1	2414	2350
VFR40_5_9  40  5  1	2305	2247
=========================================
VFR50_10_1  50  10  1	2926	2746
VFR50_10_10  50  10  1	3056	2906
VFR50_10_2  50  10  1	3035	2841
VFR50_10_3  50  10  1	3019	2836
VFR50_10_4  50  10  1	3003	2838
VFR50_10_5  50  10  1	3252	3070
VFR50_10_6  50  10  1	3149	2973
VFR50_10_7  50  10  1	2842	2722
VFR50_10_8  50  10  1	3072	2932
VFR50_10_9  50  10  1	3022	2858
=========================================
VFR50_15_1  50  15  1	3316	2988
VFR50_15_10  50  15  1	3399	3104
VFR50_15_2  50  15  1	3347	3037
VFR50_15_3  50  15  1	3301	2998
VFR50_15_4  50  15  1	3521	3192
VFR50_15_5  50  15  1	3334	3039
VFR50_15_6  50  15  1	3346	3042
VFR50_15_7  50  15  1	3490	3181
VFR50_15_8  50  15  1	3430	3135
VFR50_15_9  50  15  1	3205	2928
=========================================
VFR50_20_1  50  20  1	3693	3164
VFR50_20_10  50  20  1	3769	3301
VFR50_20_2  50  20  1	3719	3224
VFR50_20_3  50  20  1	3784	3284
VFR50_20_4  50  20  1	3709	3231
VFR50_20_5  50  20  1	3632	3157
VFR50_20_6  50  20  1	3795	3295
VFR50_20_7  50  20  1	3696	3219
VFR50_20_8  50  20  1	3783	3295
VFR50_20_9  50  20  1	3816	3337
=========================================
VFR50_5_1   50 5    1	3055	2970
VFR50_5_10   50 5    10	2834	2781
VFR50_5_2   50 5    2	2853	2784
VFR50_5_3   50 5    3	2746	2682
VFR50_5_4   50 5    4	2836	2773
VFR50_5_5   50 5    5	2866	2806
VFR50_5_6   50 5    6	2841	2782
VFR50_5_7   50 5    7	2600	2548
VFR50_5_8   50 5    8	2684	2631
VFR50_5_9   50 5    9	2621	2570
=========================================
VFR60_10_1  60  10  1	3435	3256
VFR60_10_2  60  10  2	3655	3489
VFR60_10_3  60  10  3	3423	3261
VFR60_10_4  60  10  4	3455	3305
VFR60_10_5  60  10  5	3505	3359
VFR60_10_6  60  10  6	3594	3448
VFR60_10_7  60  10  7	3654	3501
VFR60_10_8  60  10  8	3552	3402
VFR60_10_9  60  10  9	3685	3529
VFR60_10_10  60  10  10	3492	3346
=========================================
VFR60_15_1  60 15 1	3940	3623
VFR60_15_2  60 15 2	3888	3582
VFR60_15_3  60 15 3	3880	3590
VFR60_15_4  60 15 4	3716	3413
VFR60_15_5  60 15 5	3881	3611
VFR60_15_6  60 15 6 3893	3598
VFR60_15_7  60 15 7	3809	3529
VFR60_15_8  60 15 8	3749	3456
VFR60_15_9  60 15 9	3800	3512
VFR60_15_10  60 15 10	3902	3610
=========================================
VFR60_20_1  60 20 1	4163	3689
VFR60_20_2  60 20 2	4290	3804
VFR60_20_3  60 20 3	4365	3870
VFR60_20_4  60 20 4	4193	3731
VFR60_20_5  60 20 5	4196	3747
VFR60_20_6  60 20 6	4202	3764
VFR60_20_7  60 20 7	4263	3818
VFR60_20_8  60 20 8	4180	3758
VFR60_20_9  60 20 9	4221	3764
VFR60_20_10  60 20 10	4202	3779
=========================================
VFR60_5_1   60  5   1	3350	3276
VFR60_5_2   60  5   2	3054	2990
VFR60_5_3   60  5   3	3214	3147
VFR60_5_4   60  5   4	3266	3202
VFR60_5_5   60  5   5	3197	3139
VFR60_5_6   60  5   6	3107	3058
VFR60_5_7   60  5   6	3315	3263
VFR60_5_8   60  5   6	3438	3386
VFR60_5_9   60  5   6	3121	3074
VFR60_5_10   60  5  10  3663	3608
=========================================
=========================================
=========================================
=========================================
VFR100_20_1	100	20	1	6198	5705
VFR100_20_2	100	20	2	6306	5836
VFR100_20_3	100	20	3	6238	5771
VFR100_20_4	100	20	4	6245	5783
VFR100_20_5	100	20	5	6296	5876
VFR100_20_6	100	20	6	6321	5913
VFR100_20_7	100	20	7	6434	6004
VFR100_20_8	100	20	8	6104	5694
VFR100_20_9	100	20	9	6354	5928
VFR100_20_10	100	20	10	6145	5766
=========================================
VFR100_40_1	100	40	1	7881	6611
VFR100_40_2	100	40	2	8007	6738
VFR100_40_3	100	40	3	7935	6698
VFR100_40_4	100	40	4	7932	6715
VFR100_40_5	100	40	5	8011	6778
VFR100_40_6	100	40	6	8023	6816
VFR100_40_7	100	40	7	8006	6793
VFR100_40_8	100	40	8	7979	6807
VFR100_40_9	100	40	9	7931	6758
VFR100_40_10	100	40	10	7952	6774
=========================================
VFR100_60_1	100	60	1	9395	7502
VFR100_60_2	100	60	2	9596	7720
VFR100_60_3	100	60	3	9349	7523
VFR100_60_4	100	60	4	9426	7596
VFR100_60_5	100	60	5	9465	7638
VFR100_60_6	100	60	6	9667	7809
VFR100_60_7	100	60	7	9391	7576
VFR100_60_8	100	60	8	9534	7697
VFR100_60_9	100	60	9	9527	7706
VFR100_60_10	100	60	10	9598	7774
=========================================
VFR200_20_1	200	20	1	11305	10928
VFR200_20_2	200	20	2	11265	10898
VFR200_20_3	200	20	3	11327	10958
VFR200_20_4	200	20	4	11208	10857
VFR200_20_5	200	20	5	11208	10861
VFR200_20_6	200	20	6	11367	10981
VFR200_20_7	200	20	7	11380	11034
VFR200_20_8	200	20	8	11141	10783
VFR200_20_9	200	20	9	11123	10773
VFR200_20_10	200	20	10	11310	10965
=========================================
VFR200_40_1	200	40	1	13132	11812
VFR200_40_2	200	40	2	13102	11735
VFR200_40_3	200	40	3	13264	11879
VFR200_40_4	200	40	4	13232	11862
VFR200_40_5	200	40	5	13043	11662
VFR200_40_6	200	40	6	13124	11788
VFR200_40_7	200	40	7	13299	11926
VFR200_40_8	200	40	8	13238	11864
VFR200_40_9	200	40	9	13166	11817
VFR200_40_10	200	40	10	13228	11921
=========================================
VFR200_60_1	200	60	1	14990	12824
VFR200_60_2	200	60	2	14954	12862
VFR200_60_3	200	60	3	15200	12996
VFR200_60_4	200	60	4	15044	12925
VFR200_60_5	200	60	5	15130	13012
VFR200_60_6	200	60	6	15035	12952
VFR200_60_7	200	60	7	15040	12958
VFR200_60_8	200	60	8	14968	12947
VFR200_60_9	200	60	9	15022	12878
VFR200_60_10	200	60	10	15000	12892
=========================================
VFR300_20_1	300	20	1	16149	15773
VFR300_20_2	300	20	2	16512	16123
VFR300_20_3	300	20	3	16173	15835
VFR300_20_4	300	20	4	16181	15860
VFR300_20_5	300	20	5	16342	15987
VFR300_20_6	300	20	6	16137	15804
VFR300_20_7	300	20	7	16266	15932
VFR300_20_8	300	20	8	16416	16093
VFR300_20_9	300	20	9	16376	16059
VFR300_20_10	300	20	10	16899	16517
=========================================
VFR300_40_1	300	40	1	18298	16764
VFR300_40_2	300	40	2	18454	17015
VFR300_40_3	300	40	3	18457	16983
VFR300_40_4	300	40	4	18351	16914
VFR300_40_5	300	40	5	18484	17070
VFR300_40_6	300	40	6	18449	16978
VFR300_40_7	300	40	7	18419	17049
VFR300_40_8	300	40	8	18392	16927
VFR300_40_9	300	40	9	18394	16987
VFR300_40_10	300	40	10	18401	17007
=========================================
VFR300_60_1	300	60	1	20522	17876
VFR300_60_2	300	60	2	20399	17750
VFR300_60_3	300	60	3	20434	17894
VFR300_60_4	300	60	4	20395	17837
VFR300_60_5	300	60	5	20341	17791
VFR300_60_6	300	60	6	20388	17814
VFR300_60_7	300	60	7	20457	17935
VFR300_60_8	300	60	8	20410	17918
VFR300_60_9	300	60	9	20549	18000
VFR300_60_10	300	60	10	20472	17937
=========================================
VFR400_20_1	400	20	1	21120	20727
VFR400_20_2	400	20	2	21457	21092
VFR400_20_3	400	20	3	21441	21133
VFR400_20_4	400	20	4	21247	20942
VFR400_20_5	400	20	5	21553	21203
VFR400_20_6	400	20	6	21214	20944
VFR400_20_7	400	20	7	21625	21331
VFR400_20_8	400	20	8	21277	21029
VFR400_20_9	400	20	9	21346	21059
VFR400_20_10	400	20	10	21538	21235
=========================================
VFR400_40_1	400	40	1	23578	22002
VFR400_40_2	400	40	2	23456	21903
VFR400_40_3	400	40	3	23575	22099
VFR400_40_4	400	40	4	23409	21897
VFR400_40_5	400	40	5	23339	21843
VFR400_40_6	400	40	6	23444	22011
VFR400_40_7	400	40	7	23556	22078
VFR400_40_8	400	40	8	23411	21921
VFR400_40_9	400	40	9	23637	22109
VFR400_40_10	400	40	10	23720	22257
=========================================
VFR400_60_1	400	60	1	25607	22867
VFR400_60_2	400	60	2	25656	22869
VFR400_60_3	400	60	3	25821	23079
VFR400_60_4	400	60	4	25837	23097
VFR400_60_5	400	60	5	25877	23077
VFR400_60_6	400	60	6	25536	22802
VFR400_60_7	400	60	7	25600	22868
VFR400_60_8	400	60	8	25800	23058
VFR400_60_9	400	60	9	25882	23108
VFR400_60_10	400	60	10	25767	23104
=========================================
VFR500_20_1	500	20	1	26411	26071
VFR500_20_2	500	20	2	26681	26358
VFR500_20_3	500	20	3	26409	26116
VFR500_20_4	500	20	4	26124	25844
VFR500_20_5	500	20	5	26781	26505
VFR500_20_6	500	20	6	26443	26152
VFR500_20_7	500	20	7	26433	26163
VFR500_20_8	500	20	8	26318	26062
VFR500_20_9	500	20	9	26442	26199
VFR500_20_10	500	20	10	26072	25838
=========================================
VFR500_40_1	500	40	1	28183	26940
VFR500_40_2	500	40	2	28793	27162
VFR500_40_3	500	40	3	28607	27064
VFR500_40_4	500	40	4	28828	27231
VFR500_40_5	500	40	5	28683	27109
VFR500_40_6	500	40	6	28524	26903
VFR500_40_7	500	40	7	28760	27162
VFR500_40_8	500	40	8	28698	27215
VFR500_40_9	500	40	9	28870	27298
VFR500_40_10	500	40	10	28758	27225
=========================================
VFR500_60_1	500	60	1	30861	27846
VFR500_60_2	500	60	2	30828	27819
VFR500_60_3	500	60	3	31125	28045
VFR500_60_4	500	60	4	30928	28054
VFR500_60_5	500	60	5	30935	27936
VFR500_60_6	500	60	6	31027	28091
VFR500_60_7	500	60	7	30928	27962
VFR500_60_8	500	60	8	30988	28089
VFR500_60_9	500	60	9	30978	28098
VFR500_60_10	500	60	10	31050	28190
=========================================
VFR600_20_1	600	20	1	31433	31124
VFR600_20_2	600	20	2	31418	31124
VFR600_20_3	600	20	3	31429	31186
VFR600_20_4	600	20	4	31547	31254
VFR600_20_5	600	20	5	31448	31204
VFR600_20_6	600	20	6	31717	31470
VFR600_20_7	600	20	7	31527	31254
VFR600_20_8	600	20	8	31564	31299
VFR600_20_9	600	20	9	31577	31320
VFR600_20_10	600	20	10	31130	30885
=========================================
VFR600_40_1	600	40	1	33839	32219
VFR600_40_2	600	40	2	33467	31978
VFR600_40_3	600	40	3	33866	32316
VFR600_40_4	600	40	4	33693	32162
VFR600_40_5	600	40	5	33553	32071
VFR600_40_6	600	40	6	33809	32290
VFR600_40_7	600	40	7	33686	32203
VFR600_40_8	600	40	8	33482	32039
VFR600_40_9	600	40	9	33697	32228
VFR600_40_10	600	40	10	33642	32235
=========================================
VFR600_60_1	600	60	1	36198	33093
VFR600_60_2	600	60	2	36184	33108
VFR600_60_3	600	60	3	36201	33159
VFR600_60_4	600	60	4	36136	33225
VFR600_60_5	600	60	5	36153	33093
VFR600_60_6	600	60	6	36116	33093
VFR600_60_7	600	60	7	36179	33215
VFR600_60_8	600	60	8	36185	33206
VFR600_60_9	600	60	9	36195	33273
VFR600_60_10	600	60	10	36163	33177
=========================================
VFR700_20_1	700	20	1	36394	36078
VFR700_20_2	700	20	2	36337	36032
VFR700_20_3	700	20	3	36568	36287
VFR700_20_4	700	20	4	36452	36188
VFR700_20_5	700	20	5	36584	36380
VFR700_20_6	700	20	6	36671	36376
VFR700_20_7	700	20	7	36624	36381
VFR700_20_8	700	20	8	36522	36287
VFR700_20_9	700	20	9	36329	36091
VFR700_20_10	700	20	10	36417	36282
=========================================
VFR700_40_1	700	40	1	38964	37286
VFR700_40_2	700	40	2	38775	37211
VFR700_40_3	700	40	3	38621	37080
VFR700_40_4	700	40	4	38785	37232
VFR700_40_5	700	40	5	38671	37125
VFR700_40_6	700	40	6	38710	37186
VFR700_40_7	700	40	7	38585	36959
VFR700_40_8	700	40	8	39059	37508
VFR700_40_9	700	40	9	38814	37261
VFR700_40_10	700	40	10	38850	37419
=========================================
VFR700_60_1	700	60	1	41436	38230
VFR700_60_2	700	60	2	41375	38173
VFR700_60_3	700	60	3	41317	38127
VFR700_60_4	700	60	4	41401	38287
VFR700_60_5	700	60	5	41262	38212
VFR700_60_6	700	60	6	41340	38305
VFR700_60_7	700	60	7	40876	37882
VFR700_60_8	700	60	8	41474	38427
VFR700_60_9	700	60	9	41291	38212
VFR700_60_10	700	60	10	41377	38368
=========================================
VFR800_20_1	800	20	1	41413	41256
VFR800_20_2	800	20	2	41407	41145
VFR800_20_3	800	20	3	41425	41159
VFR800_20_4	800	20	4	41426	41157
VFR800_20_5	800	20	5	41710	41457
VFR800_20_6	800	20	6	42010	41795
VFR800_20_7	800	20	7	41340	41138
VFR800_20_8	800	20	8	41492	41241
VFR800_20_9	800	20	9	41796	41517
VFR800_20_10	800	20	10	41574	41331
=========================================
VFR800_40_1	800	40	1	42542  43671	42542
VFR800_40_2	800	40	2	43746	42197
VFR800_40_3	800	40	3	43749	42180
VFR800_40_4	800	40	4	43892	42360
VFR800_40_5	800	40	5	43905	42473
VFR800_40_6	800	40	6	43811	42258
VFR800_40_7	800	40	7	43766	42242
VFR800_40_8	800	40	8	43839	42362
VFR800_40_9	800	40	9	43879	42341
VFR800_40_10	800	40	10	43861	42335
=========================================
VFR800_60_1	800	60	1	46470	43230
VFR800_60_2	800	60	2	46493	43189
VFR800_60_3	800	60	3	46389	43271
VFR800_60_4	800	60	4	46457	43274
VFR800_60_5	800	60	5	46401	43319
VFR800_60_6	800	60	6	46421	43210
VFR800_60_7	800	60	7	46319	43207
VFR800_60_8	800	60	8	46474	43358
VFR800_60_9	800	60	9	46538	43406
VFR800_60_10	800	60	10	46244	43236
=========================================
